,raceId,year,round,circuitId,name_x,date,time_x,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverId,stop,lap,time_y,duration,milliseconds_x,driverRef,code,forename,surname,dob,nationality,resultId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds_y,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,circuitRef,name_y,location,country,lat,lng,alt,url,circuit_type
8178,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,844,2,31,18:54:52,24.527,24527,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,25406,6,16,1,1,1,1,26.0,57,1:37:33.584,5853584,51,1,1:34.570,206.018,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8179,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,844,3,46,19:19:53,24.613,24613,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,25406,6,16,1,1,1,1,26.0,57,1:37:33.584,5853584,51,1,1:34.570,206.018,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8180,1052,2021,1,3,Bahrain Grand Prix,2021-03-28,15:00:00,2021-03-26,\N,2021-03-26,\N,2021-03-27,\N,2021-03-27,\N,\N,\N,844,1,12,18:29:06,24.925,24925,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,24971,6,16,4,6,6,6,8.0,56,+59.090,5582987,39,11,1:34.988,205.112,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8181,1052,2021,1,3,Bahrain Grand Prix,2021-03-28,15:00:00,2021-03-26,\N,2021-03-26,\N,2021-03-27,\N,2021-03-27,\N,\N,\N,844,2,32,19:01:40,24.176,24176,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,24971,6,16,4,6,6,6,8.0,56,+59.090,5582987,39,11,1:34.988,205.112,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8182,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,844,1,13,18:25:06,24.345,24345,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,25864,6,16,3,\N,R,19,0.0,39,\N,\N,37,16,1:37.170,200.506,5,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8183,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,844,2,33,18:58:16,24.644,24644,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,25864,6,16,3,\N,R,19,0.0,39,\N,\N,37,16,1:37.170,200.506,5,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8186,990,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,845,1,22,18:51:05,24.672,24672,sirotkin,SIR,Sergey,Sirotkin,1995-08-27,Russian,23816,3,35,18,15,15,15,0.0,56,\N,\N,47,3,1:34.053,207.151,11,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8187,990,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,845,2,40,19:20:39,25.693,25693,sirotkin,SIR,Sergey,Sirotkin,1995-08-27,Russian,23816,3,35,18,15,15,15,0.0,56,\N,\N,47,3,1:34.053,207.151,11,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8188,1011,2019,2,3,Bahrain Grand Prix,2019-03-31,15:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9,1,11,18:32:04,24.667,24667,kubica,KUB,Robert,Kubica,1984-12-07,Polish,24238,3,88,20,16,16,16,0.0,55,\N,\N,13,20,1:37.903,199.005,12,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8189,1011,2019,2,3,Bahrain Grand Prix,2019-03-31,15:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9,2,27,18:59:03,24.313,24313,kubica,KUB,Robert,Kubica,1984-12-07,Polish,24238,3,88,20,16,16,16,0.0,55,\N,\N,13,20,1:37.903,199.005,12,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8190,1011,2019,2,3,Bahrain Grand Prix,2019-03-31,15:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,848,1,9,18:28:33,25.659,25659,albon,ALB,Alexander,Albon,1996-03-23,Thai,24231,5,23,12,9,9,9,2.0,57,+1:02.697,5723992,39,16,1:36.752,201.372,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8191,1011,2019,2,3,Bahrain Grand Prix,2019-03-31,15:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,848,2,25,18:55:06,24.842,24842,albon,ALB,Alexander,Albon,1996-03-23,Thai,24231,5,23,12,9,9,9,2.0,57,+1:02.697,5723992,39,16,1:36.752,201.372,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8192,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,14:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,848,1,1,17:15:51,19:21.607,1161607,albon,ALB,Alexander,Albon,1996-03-23,Thai,24908,9,23,4,3,3,3,15.0,57,+8.005,10795520,41,10,1:33.684,207.967,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8193,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,14:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,848,2,19,19:11:03,24.172,24172,albon,ALB,Alexander,Albon,1996-03-23,Thai,24908,9,23,4,3,3,3,15.0,57,+8.005,10795520,41,10,1:33.684,207.967,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8194,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,14:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,848,3,34,19:35:11,23.848,23848,albon,ALB,Alexander,Albon,1996-03-23,Thai,24908,9,23,4,3,3,3,15.0,57,+8.005,10795520,41,10,1:33.684,207.967,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8195,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,17:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,848,1,47,21:01:54,23.874,23874,albon,ALB,Alexander,Albon,1996-03-23,Thai,24931,9,23,12,6,6,6,8.0,87,+13.842,5488956,52,8,0:57.056,223.548,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8196,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,17:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,848,2,62,21:17:23,23.645,23645,albon,ALB,Alexander,Albon,1996-03-23,Thai,24931,9,23,12,6,6,6,8.0,87,+13.842,5488956,52,8,0:57.056,223.548,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8197,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,848,1,13,18:25:47,24.874,24874,albon,ALB,Alexander,Albon,1996-03-23,Thai,25418,3,23,14,13,13,13,0.0,57,+53.932,5907516,50,18,1:37.355,200.125,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8198,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,848,2,35,19:03:09,25.570,25570,albon,ALB,Alexander,Albon,1996-03-23,Thai,25418,3,23,14,13,13,13,0.0,57,+53.932,5907516,50,18,1:37.355,200.125,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8199,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,848,3,46,19:22:54,25.055,25055,albon,ALB,Alexander,Albon,1996-03-23,Thai,25418,3,23,14,13,13,13,0.0,57,+53.932,5907516,50,18,1:37.355,200.125,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8200,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,848,1,11,18:22:12,25.054,25054,albon,ALB,Alexander,Albon,1996-03-23,Thai,25855,3,23,15,10,10,10,1.0,57,+1:29.774,5726510,43,15,1:37.144,200.559,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8201,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,848,2,26,18:47:25,24.920,24920,albon,ALB,Alexander,Albon,1996-03-23,Thai,25855,3,23,15,10,10,10,1.0,57,+1:29.774,5726510,43,15,1:37.144,200.559,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8202,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,848,3,40,19:10:51,24.458,24458,albon,ALB,Alexander,Albon,1996-03-23,Thai,25855,3,23,15,10,10,10,1.0,57,+1:29.774,5726510,43,15,1:37.144,200.559,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8205,1011,2019,2,3,Bahrain Grand Prix,2019-03-31,15:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,846,1,10,18:30:09,24.175,24175,norris,NOR,Lando,Norris,1999-11-13,British,24228,1,4,9,6,6,6,8.0,57,+45.754,5707049,14,12,1:35.777,203.422,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8206,1011,2019,2,3,Bahrain Grand Prix,2019-03-31,15:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,846,2,34,19:09:37,24.717,24717,norris,NOR,Lando,Norris,1999-11-13,British,24228,1,4,9,6,6,6,8.0,57,+45.754,5707049,14,12,1:35.777,203.422,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8207,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,14:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,846,1,1,17:16:13,19:13.898,1153898,norris,NOR,Lando,Norris,1999-11-13,British,24909,1,4,9,4,4,4,12.0,57,+11.337,10798852,53,7,1:33.588,208.180,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8208,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,14:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,846,2,18,19:09:33,24.679,24679,norris,NOR,Lando,Norris,1999-11-13,British,24909,1,4,9,4,4,4,12.0,57,+11.337,10798852,53,7,1:33.588,208.180,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8209,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,14:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,846,3,38,19:41:45,24.666,24666,norris,NOR,Lando,Norris,1999-11-13,British,24909,1,4,9,4,4,4,12.0,57,+11.337,10798852,53,7,1:33.588,208.180,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8210,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,17:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,846,1,20,20:35:27,24.885,24885,norris,NOR,Lando,Norris,1999-11-13,British,24935,1,4,19,10,10,10,1.0,87,+19.541,5494655,85,11,0:57.270,222.713,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8211,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,17:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,846,2,54,21:09:09,24.245,24245,norris,NOR,Lando,Norris,1999-11-13,British,24935,1,4,19,10,10,10,1.0,87,+19.541,5494655,85,11,0:57.270,222.713,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8212,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,846,1,24,18:44:41,24.568,24568,norris,NOR,Lando,Norris,1999-11-13,British,25420,1,4,13,15,15,15,0.0,57,+56.335,5909919,51,12,1:36.988,200.882,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8213,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,846,2,41,19:13:23,27.367,27367,norris,NOR,Lando,Norris,1999-11-13,British,25420,1,4,13,15,15,15,0.0,57,+56.335,5909919,51,12,1:36.988,200.882,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8214,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,846,3,45,19:20:59,24.975,24975,norris,NOR,Lando,Norris,1999-11-13,British,25420,1,4,13,15,15,15,0.0,57,+56.335,5909919,51,12,1:36.988,200.882,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8215,1052,2021,1,3,Bahrain Grand Prix,2021-03-28,15:00:00,2021-03-26,\N,2021-03-26,\N,2021-03-27,\N,2021-03-27,\N,\N,\N,846,1,12,18:29:05,24.899,24899,norris,NOR,Lando,Norris,1999-11-13,British,24969,1,4,7,4,4,4,12.0,56,+46.466,5570363,38,6,1:34.396,206.398,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8216,1052,2021,1,3,Bahrain Grand Prix,2021-03-28,15:00:00,2021-03-26,\N,2021-03-26,\N,2021-03-27,\N,2021-03-27,\N,\N,\N,846,2,33,19:03:11,25.640,25640,norris,NOR,Lando,Norris,1999-11-13,British,24969,1,4,7,4,4,4,12.0,56,+46.466,5570363,38,6,1:34.396,206.398,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8217,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,846,1,10,18:20:31,32.766,32766,norris,NOR,Lando,Norris,1999-11-13,British,25862,1,4,11,17,17,17,0.0,55,\N,\N,51,3,1:35.822,203.327,12,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8218,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,846,2,17,18:32:38,33.661,33661,norris,NOR,Lando,Norris,1999-11-13,British,25862,1,4,11,17,17,17,0.0,55,\N,\N,51,3,1:35.822,203.327,12,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8219,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,846,3,27,18:49:35,33.467,33467,norris,NOR,Lando,Norris,1999-11-13,British,25862,1,4,11,17,17,17,0.0,55,\N,\N,51,3,1:35.822,203.327,12,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8220,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,846,4,37,19:06:27,33.236,33236,norris,NOR,Lando,Norris,1999-11-13,British,25862,1,4,11,17,17,17,0.0,55,\N,\N,51,3,1:35.822,203.327,12,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8221,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,846,5,47,19:23:45,30.710,30710,norris,NOR,Lando,Norris,1999-11-13,British,25862,1,4,11,17,17,17,0.0,55,\N,\N,51,3,1:35.822,203.327,12,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8222,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,846,6,54,19:35:35,31.494,31494,norris,NOR,Lando,Norris,1999-11-13,British,25862,1,4,11,17,17,17,0.0,55,\N,\N,51,3,1:35.822,203.327,12,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8225,1011,2019,2,3,Bahrain Grand Prix,2019-03-31,15:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,847,1,12,18:33:46,24.633,24633,russell,RUS,George,Russell,1998-02-15,British,24237,3,63,19,15,15,15,0.0,56,\N,\N,14,19,1:37.313,200.211,11,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8226,1011,2019,2,3,Bahrain Grand Prix,2019-03-31,15:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,847,2,26,18:57:17,24.912,24912,russell,RUS,George,Russell,1998-02-15,British,24237,3,63,19,15,15,15,0.0,56,\N,\N,14,19,1:37.313,200.211,11,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8227,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,14:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,847,1,1,17:16:34,19:23.297,1163297,russell,RUS,George,Russell,1998-02-15,British,24917,3,63,14,12,12,12,0.0,56,\N,\N,47,17,1:35.042,204.995,11,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8228,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,14:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,847,2,20,19:13:06,24.029,24029,russell,RUS,George,Russell,1998-02-15,British,24917,3,63,14,12,12,12,0.0,56,\N,\N,47,17,1:35.042,204.995,11,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8229,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,14:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,847,3,39,19:44:08,27.146,27146,russell,RUS,George,Russell,1998-02-15,British,24917,3,63,14,12,12,12,0.0,56,\N,\N,47,17,1:35.042,204.995,11,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8230,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,17:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,847,1,45,20:59:22,24.708,24708,russell,RUS,George,Russell,1998-02-15,British,24934,131,63,2,9,9,9,3.0,87,+18.556,5493670,80,1,0:55.404,230.214,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8231,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,17:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,847,2,62,21:16:30,28.765,28765,russell,RUS,George,Russell,1998-02-15,British,24934,131,63,2,9,9,9,3.0,87,+18.556,5493670,80,1,0:55.404,230.214,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8232,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,17:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,847,3,63,21:18:22,24.724,24724,russell,RUS,George,Russell,1998-02-15,British,24934,131,63,2,9,9,9,3.0,87,+18.556,5493670,80,1,0:55.404,230.214,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8233,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,17:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,847,4,78,21:35:26,24.235,24235,russell,RUS,George,Russell,1998-02-15,British,24934,131,63,2,9,9,9,3.0,87,+18.556,5493670,80,1,0:55.404,230.214,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8234,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,847,1,15,18:28:38,25.888,25888,russell,RUS,George,Russell,1998-02-15,British,25409,131,63,9,4,4,4,12.0,57,+11.211,5864795,56,6,1:36.302,202.313,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8235,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,847,2,33,18:58:45,25.334,25334,russell,RUS,George,Russell,1998-02-15,British,25409,131,63,9,4,4,4,12.0,57,+11.211,5864795,56,6,1:36.302,202.313,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8236,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-18,12:00:00,2022-03-18,15:00:00,2022-03-19,12:00:00,2022-03-19,15:00:00,\N,\N,847,3,45,19:18:53,25.574,25574,russell,RUS,George,Russell,1998-02-15,British,25409,131,63,9,4,4,4,12.0,57,+11.211,5864795,56,6,1:36.302,202.313,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8237,1052,2021,1,3,Bahrain Grand Prix,2021-03-28,15:00:00,2021-03-26,\N,2021-03-26,\N,2021-03-27,\N,2021-03-27,\N,\N,\N,847,1,13,18:31:02,24.621,24621,russell,RUS,George,Russell,1998-02-15,British,24979,3,63,15,14,14,14,0.0,55,\N,\N,40,12,1:35.036,205.008,11,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8238,1052,2021,1,3,Bahrain Grand Prix,2021-03-28,15:00:00,2021-03-26,\N,2021-03-26,\N,2021-03-27,\N,2021-03-27,\N,\N,\N,847,2,36,19:08:48,24.248,24248,russell,RUS,George,Russell,1998-02-15,British,24979,3,63,15,14,14,14,0.0,55,\N,\N,40,12,1:35.036,205.008,11,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
8239,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,15:00:00,2023-03-03,11:30:00,2023-03-03,15:00:00,2023-03-04,11:30:00,2023-03-04,15:00:00,\N,\N,847,1,13,18:25:24,27.062,27062,russell,RUS,George,Russell,1998-02-15,British,25852,131,63,6,7,7,7,6.0,57,+55.873,5692609,33,17,1:37.221,200.401,1,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,race circuit
