ID,Disbursement Date,Loan Status,Loan Amount,Outstanding Balance,Outstanding Principal,Interest Rate,Loan Term (Months),Date of Birth,Gender,Province,Residential Status,Stated Income on application,"Qualified / Verified
Income",Aptitude for change Score,Financial Literacy Score,Self Assessments,Quiz Count,Mood Count,Inspiration Count,Total Activies,Average total activities per month,Average activities per day,Debt_to_Income_Ratio,Remaining_Loan_Percentage,Loan_to_Income_Ratio,Monthly_Repayment_Burden,Consistency_Score,Age,Elapsed_Months,Remaining_Tenure,Cluster
1316,2022-09-08,Written off,19000.0,30727.05,17806.68,0.2799,51,1988-12-16,FEMALE,ON,LIVE WITH FAMILY,100000,100000,4.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1780668,1.6172131578947369,0.19,602.4911764705882,0.0,36,26,25,2
1383,2022-09-16,Written off,10500.0,17323.17,9884.54,0.2799,60,1980-02-25,MALE,ON,LIVE WITH FAMILY,45000,45000,3.17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21965644444444446,1.6498257142857142,0.23333333333333334,288.7195,0.0,44,26,34,2
1441,2022-09-27,Written off,23875.0,38226.03,22061.03,0.2899,52,1975-09-06,FEMALE,ON,RENTER,97506,97500,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22626697435897436,1.6010902617801046,0.24487179487179486,735.1159615384615,0.0,49,26,26,2
1449,2022-09-16,Written off,19300.0,23403.04,15409.91,0.2699,60,1983-10-25,MALE,ON,LIVE WITH FAMILY,77000,77200,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19961023316062176,1.2125927461139896,0.25,390.0506666666667,0.0,41,26,34,2
1477,2022-10-04,Written off,20000.0,22249.62,15346.22,0.2499,60,1965-07-08,MALE,ON,RENTER,51000,48700,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31511745379876793,1.112481,0.4106776180698152,370.827,0.0,59,25,35,3
1556,2022-09-28,Written off,7100.0,13237.15,7387.32,0.2999,53,1991-01-29,MALE,ON,LIVE WITH FAMILY,55785,55700,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13262692998204667,1.864387323943662,0.12746858168761221,249.75754716981132,0.0,33,26,27,2
1669,2022-12-07,Written off,14600.0,24776.55,13779.56,0.2999,60,1991-06-08,MALE,ON,RENTER,61172,60000,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22965933333333333,1.6970239726027396,0.24333333333333335,412.9425,0.0,33,23,37,2
1705,2023-02-03,Written off,9700.0,14554.31,8652.84,0.2999,55,1996-07-23,FEMALE,ON,LIVE WITH FAMILY,44802,44800,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19314375,1.5004443298969072,0.21651785714285715,264.6238181818182,0.0,28,21,34,2
1759,2023-02-13,Written off,16000.0,28921.3,15548.74,0.2999,60,1991-07-30,FEMALE,ON,RENTER,58000,58000,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268081724137931,1.80758125,0.27586206896551724,482.02166666666665,0.0,33,21,39,2
1777,2023-03-03,Written off,15000.0,27571.21,14730.96,0.2999,60,1991-07-23,MALE,ON,RENTER,63700,63700,4.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2312552590266876,1.8380806666666667,0.23547880690737832,459.5201666666666,0.0,33,20,40,2
11154,2023-04-06,Written off,3000.0,4665.55,2754.73,0.2999,48,1993-03-31,MALE,AB,RENTER,40000,40000,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06886825,1.5551833333333334,0.075,97.19895833333334,0.0,31,19,29,2
11185,2023-04-11,Written off,22675.0,38221.17,22375.97,0.2599,56,1964-06-25,MALE,ON,HOME OWNER,91953,91000,2.33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24588978021978022,1.6856083792723262,0.24917582417582418,682.5208928571428,0.0,60,19,37,2
11358,2023-04-18,Written off,20000.0,30387.21,18548.44,0.2999,48,1978-01-08,MALE,ON,RENTER,88000,88000,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21077772727272726,1.5193605,0.22727272727272727,633.066875,0.0,46,19,29,2
11438,2023-04-25,Written off,12100.0,17934.75,10724.17,0.2999,49,1959-01-31,FEMALE,MB,RENTER,41780,53400,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20082715355805245,1.482210743801653,0.22659176029962547,366.015306122449,0.0,65,19,30,2
11497,2023-04-27,Written off,8600.0,14189.54,8016.19,0.2999,60,1969-12-17,MALE,PEI,RENTER,70860,71000,3.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11290408450704224,1.649946511627907,0.12112676056338029,236.49233333333333,0.0,55,18,42,2
11779,2023-05-10,Written off,7590.0,7829.26,5768.84,0.2999,26,1963-10-08,MALE,BC,RENTER,700000,62200,4.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09274662379421222,1.0315230566534914,0.12202572347266881,301.12538461538463,0.0,61,18,8,2
11806,2023-05-16,Written off,18500.0,26580.54,16119.49,0.2899,60,1969-10-12,MALE,ON,RENTER,57000,57000,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28279807017543857,1.436785945945946,0.32456140350877194,443.009,0.0,55,18,42,2
11812,2023-05-18,Written off,21000.0,34837.0,20320.77,0.2999,47,1983-05-17,FEMALE,ON,LIVE WITH FAMILY,78750,78800,3.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2578777918781726,1.6589047619047619,0.26649746192893403,741.2127659574468,0.0,41,18,29,2
12031,2023-06-05,Written off,17550.0,26422.27,15837.06,0.2799,48,1990-01-28,MALE,ON,LIVE WITH FAMILY,33150,33200,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4770198795180723,1.5055424501424501,0.5286144578313253,550.4639583333334,0.0,34,17,31,3
12210,2023-06-21,Written off,15875.0,25221.13,14681.45,0.2799,60,1979-07-18,MALE,BC,LIVE WITH FAMILY,69888,69900,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21003505007153078,1.588732598425197,0.2271101573676681,420.3521666666667,0.0,45,17,43,2
12873,2023-06-26,Written off,19183.18,31668.56,18138.02,0.2999,57,1983-08-31,MALE,ON,RENTER,60000,53000,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3422267924528302,1.6508503803853167,0.3619467924528302,555.5887719298246,0.0,41,16,41,3
13642,2023-08-10,Written off,18512.47,32696.58,17963.92,0.2899,56,1987-07-29,FEMALE,NS,LIVE WITH FAMILY,63626,63000,3.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2851415873015873,1.7661921936943044,0.2938487301587302,583.8675000000001,0.0,37,15,41,2
13665,2023-08-16,Written off,24253.0,40907.14,22883.61,0.2999,53,1990-05-17,MALE,ON,RENTER,122000,122000,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875705737704918,1.6866837092318476,0.19879508196721313,771.8328301886793,0.0,34,15,38,2
13917,2023-09-18,Written off,8250.0,13604.39,7736.93,0.2799,60,1996-08-21,MALE,ON,RENTER,16800,45000,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1719317777777778,1.6490169696969696,0.18333333333333332,226.73983333333334,0.0,28,14,46,2
13973,2023-08-29,Written off,15800.0,24764.53,14305.95,0.2999,60,1975-10-30,FEMALE,MB,RENTER,63000,59600,3.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24003271812080537,1.567375316455696,0.2651006711409396,412.74216666666666,0.0,49,14,46,2
14316,2023-09-26,Written off,9200.0,16404.4,8871.52,0.2999,60,2002-04-21,MALE,MB,RENTER,68615,68600,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12932244897959183,1.7830869565217393,0.13411078717201166,273.4066666666667,0.0,22,13,47,2
14497,2023-10-13,Written off,10320.0,18351.01,9927.16,0.2999,60,1996-05-11,FEMALE,NS,RENTER,89440,83000,4.67,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11960433734939759,1.7781986434108525,0.12433734939759036,305.85016666666667,0.0,28,13,47,2
17370,2024-05-28,Written off,19980.0,35727.91,19872.06,0.2699,60,1999-01-26,FEMALE,AB,HOME OWNER,48000,48000,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41400125000000004,1.788183683683684,0.41625,595.4651666666667,0.0,25,5,55,3
